EDL	Record In	Record Out	Clipname	Subtitle
EDL	00:17:27,319	00:17:30,050	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	nationalism to Germany the spring of
EDL	00:17:30,050	00:17:33,230	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Nations of 1848 and then the rise of
EDL	00:17:33,230	00:17:35,450	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	nationalism is specific European
EDL	00:17:35,450	00:17:40,450	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	countries Italy Poland Hungary elsewhere
EDL	00:17:40,450	00:17:44,540	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	erupting then into World War one 1914
EDL	00:17:44,540	00:17:46,940	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and then spreading in the course of the
EDL	00:17:46,940	00:17:50,180	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	20th century and especially World War
EDL	00:17:50,180	00:17:52,580	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	two to other parts of the world the Far
EDL	00:17:52,580	00:17:54,440	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	East especially already early in the
EDL	00:17:54,440	00:17:56,840	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	20th century and to other parts of your
EDL	00:17:56,840	00:17:59,050	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	world particularly colonial world
EDL	00:17:59,050	00:18:02,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	because of the impact mass mobilizing
EDL	00:18:02,000	00:18:05,030	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	impact of World War two and of course
EDL	00:18:05,030	00:18:07,850	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the appearance in the meantime first of
EDL	00:18:07,850	00:18:09,670	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	all of pamphleteering
EDL	00:18:09,670	00:18:11,770	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	facilitated by the printing press
EDL	00:18:11,770	00:18:14,030	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	permitted the greater mobilization of
EDL	00:18:14,030	00:18:16,930	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the masses by agitators mobilizers
EDL	00:18:16,930	00:18:19,960	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	revolutionaries and then radio
EDL	00:18:19,960	00:18:22,240	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	television Internet of
EDL	00:18:22,240	00:18:23,420	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	interconnectiveness
EDL	00:18:23,420	00:18:25,050	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	today in such a
EDL	00:18:25,050	00:18:27,910	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	that political demonstrations in
EDL	00:18:27,910	00:18:30,820	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Kyrgyzstan increasingly emulated in
EDL	00:18:30,820	00:18:34,150	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Bolivia or the Velvet Revolution in the
EDL	00:18:34,150	00:18:37,750	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Soviet world is imitated and say in the
EDL	00:18:37,750	00:18:39,730	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Philippines and so forth all of the
EDL	00:18:39,730	00:18:41,880	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	techniques of social mobilization
EDL	00:18:41,880	00:18:45,250	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	protest dramatization of aspirations are
EDL	00:18:45,250	00:18:48,310	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	now essentially universalized so we're
EDL	00:18:48,310	00:18:50,680	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	dealing with a globally politically
EDL	00:18:50,680	00:18:54,190	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	awakened public but what is very
EDL	00:18:54,190	00:18:56,380	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	important in that context to recognize
EDL	00:18:56,380	00:18:59,290	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	is that political awakening moves
EDL	00:18:59,290	00:19:03,190	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	through stages through stages of intense
EDL	00:19:03,190	00:19:05,920	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	commitment and particularly in its early
EDL	00:19:05,920	00:19:06,640	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	phases
EDL	00:19:06,640	00:19:12,460	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	it's an extremist lee extremist militant
EDL	00:19:12,460	00:19:15,910	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	commitment in which historical
EDL	00:19:15,910	00:19:19,900	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	narratives are simplified to present a
EDL	00:19:19,900	00:19:24,160	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	highly Manichaean picture of reality in
EDL	00:19:24,160	00:19:28,210	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	which foes and friends are sharply
EDL	00:19:28,210	00:19:31,030	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	demarcated and engaged in titanic
EDL	00:19:31,030	00:19:33,550	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	struggles and once identity where their
EDL	00:19:33,550	00:19:37,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	religious or ethnic is asserted in an
EDL	00:19:37,000	00:19:40,440	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	absolutely self-righteous fashion and
EDL	00:19:40,440	00:19:42,820	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	with a great inclination to the use of
EDL	00:19:42,820	00:19:46,690	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	violence over time that violence then
EDL	00:19:46,690	00:19:49,990	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	saps that energy teaches painful lessons
EDL	00:19:49,990	00:19:53,490	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	about the benefits of compromise and
EDL	00:19:53,490	00:19:56,710	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	these emotions subside as they have for
EDL	00:19:56,710	00:19:59,410	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	example in Europe in the last half a
EDL	00:19:59,410	00:20:02,230	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	century but for the previous century and
EDL	00:20:02,230	00:20:04,060	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	a half Europe was the vortex of much
EDL	00:20:04,060	00:20:06,100	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	blood violence and of course it's spread
EDL	00:20:06,100	00:20:09,370	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	elsewhere and today we see this this
EDL	00:20:09,370	00:20:11,590	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	inclination towards extremism and
EDL	00:20:11,590	00:20:14,160	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	fanaticism and the merging of ethnicity
EDL	00:20:14,160	00:20:17,320	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	nationalism is most acute form sometimes
EDL	00:20:17,320	00:20:20,470	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	with religion is very evident about the
EDL	00:20:20,470	00:20:22,570	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	world in which the United States is
EDL	00:20:22,570	00:20:26,200	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	engaged and that brings me therefore to
EDL	00:20:26,200	00:20:28,740	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	discussion of three major geopolitical
EDL	00:20:28,740	00:20:31,240	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	challenges that the United States faces
EDL	00:20:31,240	00:20:35,410	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	in that context and I will try to give
EDL	00:20:35,410	00:20:38,020	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	you a summary perception of them as I
EDL	00:20:38,020	00:20:40,990	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	see them but I'd like also to invite you
EDL	00:20:40,990	00:20:43,660	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	to think of what I am suggesting as the
EDL	00:20:43,660	00:20:46,300	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	proper responses and I will certainly
EDL	00:20:46,300	00:20:49,540	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	welcome challenges in regards to that
EDL	00:20:49,540	00:20:51,400	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	because these are issues that we as
EDL	00:20:51,400	00:20:53,890	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	citizens should all be seriously
EDL	00:20:53,890	00:20:56,800	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	concerned with and reflect on them in a
EDL	00:20:56,800	00:20:59,020	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	responsible fashion because these
EDL	00:20:59,020	00:21:02,170	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	challenges are likely to determine
EDL	00:21:02,170	00:21:04,600	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	depending on how effective our response
EDL	00:21:04,600	00:21:08,470	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	is or is not the future of this country
EDL	00:21:08,470	00:21:12,370	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	in the world at large but the future of
EDL	00:21:12,370	00:21:14,680	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	America and the world at large will
EDL	00:21:14,680	00:21:15,280	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	impinge
EDL	00:21:15,280	00:21:17,740	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	positively or negatively in a very
EDL	00:21:17,740	00:21:21,160	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	direct fashion on the quality of life in
EDL	00:21:21,160	00:21:23,560	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the United States itself and that's
EDL	00:21:23,560	00:21:25,230	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	something one has to think about very
EDL	00:21:25,230	00:21:28,330	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	seriously the younger generation here
EDL	00:21:28,330	00:21:31,510	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	will be living with the legacies of the
EDL	00:21:31,510	00:21:33,010	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	decisions that are made in the near
EDL	00:21:33,010	00:21:36,430	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	future and our grandchildren will have
EDL	00:21:36,430	00:21:39,910	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	their lives determined by how well or
EDL	00:21:39,910	00:21:43,120	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	badly we perform on the global scene so
EDL	00:21:43,120	00:21:44,800	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	these are matters of the greatest
EDL	00:21:44,800	00:21:47,320	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	importance and I'll be very interested
EDL	00:21:47,320	00:21:50,980	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	also to know what you think there are
EDL	00:21:50,980	00:21:53,650	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	three such challenges to which I'm going
EDL	00:21:53,650	00:21:55,660	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	to speak more specifically I'll address
EDL	00:21:55,660	00:21:58,600	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the first more fully the other two more
EDL	00:21:58,600	00:22:02,830	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	briefly the first is the challenge of an
EDL	00:22:02,830	00:22:06,430	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	increasingly debilitating military
EDL	00:22:06,430	00:22:09,640	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	involvement by the United States in a
EDL	00:22:09,640	00:22:12,400	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	part of the world which I've called the
EDL	00:22:12,400	00:22:13,120	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	global
EDL	00:22:13,120	00:22:16,810	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Balkans and of course of the related
EDL	00:22:16,810	00:22:19,240	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	persistent security threat to our
EDL	00:22:19,240	00:22:21,350	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	country that emanates
EDL	00:22:21,350	00:22:25,910	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	consequences of that involvement when I
EDL	00:22:25,910	00:22:28,700	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	speak of the global Balkans I mean that
EDL	00:22:28,700	00:22:32,809	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	part of the world that ranges from east
EDL	00:22:32,809	00:22:37,940	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	of Suez to west of Sanjana I was told
EDL	00:22:37,940	00:22:40,220	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	today in my meeting with a political
EDL	00:22:40,220	00:22:43,700	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	science faculty that these students of
EDL	00:22:43,700	00:22:45,380	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Brigham Young are particularly
EDL	00:22:45,380	00:22:48,169	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	well-informed about geography so I
EDL	00:22:48,169	00:22:50,480	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	imagine you can all conjure your minds
EDL	00:22:50,480	00:22:53,179	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the map that is involved here but east
EDL	00:22:53,179	00:22:57,260	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	of Suez to west of San John from
EDL	00:22:57,260	00:23:01,220	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Russia's new southern boundary all the
EDL	00:23:01,220	00:23:02,929	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	way down to the Indian Ocean
EDL	00:23:02,929	00:23:06,919	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	it's about 550 million people largely
EDL	00:23:06,919	00:23:10,909	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	but not exclusively Muslim but of
EDL	00:23:10,909	00:23:13,220	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	different orientations different
EDL	00:23:13,220	00:23:15,620	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	ethnicity which is just as important as
EDL	00:23:15,620	00:23:18,530	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	religious fervor with the legacy of
EDL	00:23:18,530	00:23:22,400	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	different collisions and with a growing
EDL	00:23:22,400	00:23:25,460	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	tendency towards fragmentation in the
EDL	00:23:25,460	00:23:28,940	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	region as a whole the United States is
EDL	00:23:28,940	00:23:33,020	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	deeply engaged in that area and one of
EDL	00:23:33,020	00:23:34,909	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the manifestations of the violence in
EDL	00:23:34,909	00:23:38,059	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	that area is the growing hostility a
EDL	00:23:38,059	00:23:40,100	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	great many of the people living in that
EDL	00:23:40,100	00:23:43,429	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	area towards the United States in part
EDL	00:23:43,429	00:23:46,280	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	because of the way they interpret our
EDL	00:23:46,280	00:23:49,429	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	policies and our role in that part of
EDL	00:23:49,429	00:23:51,549	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the world and I'll come back to that
EDL	00:23:51,549	00:23:54,200	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the second problem I want to talk about
EDL	00:23:54,200	00:23:57,890	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	is the increasing risk of the
EDL	00:23:57,890	00:24:01,760	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	progressive marginalization of American
EDL	00:24:01,760	00:24:04,220	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	preeminence in East Asia and the Far
EDL	00:24:04,220	00:24:07,340	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	East this is now underway it is
EDL	00:24:07,340	00:24:10,580	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	associated obviously uh neva tably with
EDL	00:24:10,580	00:24:13,010	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the fact that Asian powers are now
EDL	00:24:13,010	00:24:15,350	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	rising in significance and it is
EDL	00:24:15,350	00:24:17,240	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	therefore also connected with the
EDL	00:24:17,240	00:24:19,460	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	decline of the predominance of the
EDL	00:24:19,460	00:24:21,860	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Atlantic world in the world at large and
EDL	00:24:21,860	00:24:25,070	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	more specifically in that part of the
EDL	00:24:25,070	00:24:28,850	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	world East Asia in the Far East and the
EDL	00:24:28,850	00:24:32,659	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	third is the resultant danger resultant
EDL	00:24:32,659	00:24:33,720	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	danger of the four
EDL	00:24:33,720	00:24:38,429	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	- or a progressive drift away or drift
EDL	00:24:38,429	00:24:40,950	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	apart between the United States and
EDL	00:24:40,950	00:24:44,009	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Europe and that of course is critically
EDL	00:24:44,009	00:24:45,450	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	relevant to the point that I started
EDL	00:24:45,450	00:24:47,909	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	with namely the decline of the Atlantic
EDL	00:24:47,909	00:24:50,840	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	world because it is the Atlantic world
EDL	00:24:50,840	00:24:53,850	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	that involves American Europe as of a
EDL	00:24:53,850	00:24:56,909	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	single general political force in the
EDL	00:24:56,909	00:25:00,240	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	world and it has been dominant since the
EDL	00:25:00,240	00:25:05,879	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	end of well certainly worldwide it was
EDL	00:25:05,879	00:25:08,490	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	dominant since five to sixteen years but
EDL	00:25:08,490	00:25:10,019	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	much more directly with American
EDL	00:25:10,019	00:25:13,169	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	participation since the end of World War
EDL	00:25:13,169	00:25:16,620	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	one so it's a whole historical era that
EDL	00:25:16,620	00:25:18,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	now is coming to an end
EDL	00:25:18,000	00:25:21,360	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and a split between American Europe
EDL	00:25:21,360	00:25:24,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	would greatly accelerate that process
EDL	00:25:24,000	00:25:27,330	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and reduce significantly the capacity of
EDL	00:25:27,330	00:25:29,370	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	either partner to play a constructive
EDL	00:25:29,370	00:25:33,750	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and decisive role in the world scene let
EDL	00:25:33,750	00:25:36,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	me turn therefore in this generalized
EDL	00:25:36,000	00:25:37,409	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	context that I've stretched out
EDL	00:25:37,409	00:25:40,139	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	specifically to the problems posed by
EDL	00:25:40,139	00:25:44,730	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the u.s. involvement east of Suez it
EDL	00:25:44,730	00:25:47,580	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	started as all you recall with the
EDL	00:25:47,580	00:25:50,490	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	British decision to leave that part of
EDL	00:25:50,490	00:25:54,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the world in the mid 1950s the British
EDL	00:25:54,000	00:25:56,460	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	could no longer sustain their imperial
EDL	00:25:56,460	00:25:59,039	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	preeminence to put it very simply they
EDL	00:25:59,039	00:26:02,070	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	couldn't afford it and as a result they
EDL	00:26:02,070	00:26:04,590	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	concluded that they have to leave and we
EDL	00:26:04,590	00:26:07,559	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	concluded that we have to step in we
EDL	00:26:07,559	00:26:09,450	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	assumed in effect the imperial mantle
EDL	00:26:09,450	00:26:12,210	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and it is worth recalling that by and
EDL	00:26:12,210	00:26:15,120	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	large in the Middle East America's
EDL	00:26:15,120	00:26:17,159	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	entrance into a preeminent role was
EDL	00:26:17,159	00:26:20,549	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	generally welcomed in the area because
EDL	00:26:20,549	00:26:23,009	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	we were seen as in many respects
EDL	00:26:23,009	00:26:26,250	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	replacing the Imperial preponderance of
EDL	00:26:26,250	00:26:28,009	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the French and the British a
EDL	00:26:28,009	00:26:30,659	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	preponderance which by then the
EDL	00:26:30,659	00:26:33,330	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	population of this region started to
EDL	00:26:33,330	00:26:36,419	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	resent because of global political
EDL	00:26:36,419	00:26:38,909	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	awakening stimulated by World War one
EDL	00:26:38,909	00:26:40,640	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	and World War two in
EDL	00:26:40,640	00:26:44,450	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	part of the world the United States in
EDL	00:26:44,450	00:26:48,549	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	turn then gradually became the object of
EDL	00:26:48,549	00:26:52,610	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	increasing political resentment which in
EDL	00:26:52,610	00:26:55,400	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	time began to acquire the manifestations
EDL	00:26:55,400	00:26:58,309	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	also religious hostility towards the
EDL	00:26:58,309	00:27:01,010	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	United States because of the inability
EDL	00:27:01,010	00:27:04,280	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	of the United States to constructively
EDL	00:27:04,280	00:27:07,190	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	resolve the persisting conflict between
EDL	00:27:07,190	00:27:10,100	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	Israel and Palestinians without getting
EDL	00:27:10,100	00:27:12,230	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	involved into the rights and wrongs of
EDL	00:27:12,230	00:27:15,020	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	that conflict the fact is that in the
EDL	00:27:15,020	00:27:18,290	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	region American and ability to bring
EDL	00:27:18,290	00:27:20,450	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	that conflict to an end as the
EDL	00:27:20,450	00:27:23,210	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	predominant imperial power was viewed
EDL	00:27:23,210	00:27:26,480	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	essentially by an increasing number of
EDL	00:27:26,480	00:27:30,919	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	people as a hostile intervention into
EDL	00:27:30,919	00:27:33,590	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	their region in an age which was viewed
EDL	00:27:33,590	00:27:36,350	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	as no longer tolerant with imperial
EDL	00:27:36,350	00:27:39,950	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	domination we know of course that the
EDL	00:27:39,950	00:27:43,100	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	invasion of Iraq was resented broadly
EDL	00:27:43,100	00:27:45,260	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	not on in the region but in the world at
EDL	00:27:45,260	00:27:47,799	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	large thereby undermining American
EDL	00:27:47,799	00:27:51,230	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	legitimacy indeed damaging American
EDL	00:27:51,230	00:27:55,940	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	credibility hostility with Iran erupted
EDL	00:27:55,940	00:27:59,299	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	already some thirty years ago in part as
EDL	00:27:59,299	00:28:01,309	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	a process of self-assertion
EDL	00:28:01,309	00:28:04,400	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	by the Iranians against what they viewed
EDL	00:28:04,400	00:28:07,429	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	as excessive American domination which
EDL	00:28:07,429	00:28:09,710	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	replaced the earlier British domination
EDL	00:28:09,710	00:28:14,000	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	already back in 1953 I was involved in
EDL	00:28:14,000	00:28:15,770	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	that and I was of the view at the time
EDL	00:28:15,770	00:28:17,750	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	that we should be more actively engaged
EDL	00:28:17,750	00:28:20,900	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	in preventing whom they need from datin
EDL	00:28:20,900	00:28:23,720	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	power because I fear that I would lead
EDL	00:28:23,720	00:28:27,410	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	to extreme and American radicalism but I
EDL	00:28:27,410	00:28:30,679	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	have to confess that the intensity of
EDL	00:28:30,679	00:28:33,350	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	the Iranian nationalism and in simply
EDL	00:28:33,350	00:28:34,340	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	nation to I
EDL	00:28:34,340	00:28:37,029	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	defy itself with religious fanaticism
EDL	00:28:37,029	00:28:40,570	| https://www.youtube.com/watch?v=MKWZB_kEwUo |	came as a surprise at least to me
